age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp_var_rate,cons_price_idx,cons_conf_idx,euribor3m,nr_employed,y
58,management,married,university.degree,no,no,no,cellular,may,thu,289,1,3,4,success,-1.8,93.876,-40,0.683,5008.7,1
28,admin.,single,university.degree,no,yes,no,cellular,apr,tue,295,5,999,0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1,1
27,admin.,single,professional.course,no,no,no,cellular,jul,tue,448,5,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,1
66,retired,married,basic.4y,no,no,yes,cellular,jun,wed,319,2,999,0,nonexistent,-1.7,94.055,-39.8,0.767,4991.6,1
50,admin.,married,university.degree,no,yes,yes,telephone,apr,thu,413,3,999,0,nonexistent,-1.8,93.075,-47.1,1.406,5099.1,1
60,admin.,married,university.degree,no,yes,no,cellular,may,mon,226,2,11,1,success,-1.8,92.893,-46.2,1.354,5099.1,1
39,technician,married,professional.course,no,yes,no,cellular,may,mon,1046,3,11,1,success,-1.8,92.893,-46.2,1.354,5099.1,1
50,entrepreneur,married,basic.9y,no,yes,no,telephone,may,mon,331,5,999,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1,1
51,blue-collar,married,basic.4y,no,yes,yes,cellular,may,thu,668,2,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,1
70,retired,married,professional.course,no,yes,no,cellular,aug,fri,94,4,999,0,nonexistent,-2.9,92.201,-31.4,0.869,5076.2,1
46,admin.,married,high.school,no,yes,no,cellular,jul,tue,267,1,999,0,nonexistent,-1.7,94.215,-40.3,0.797,4991.6,1
31,admin.,single,high.school,no,yes,no,cellular,nov,wed,456,2,999,0,nonexistent,-1.1,94.767,-50.8,1.044,4963.6,1
56,services,divorced,high.school,no,no,no,telephone,may,mon,640,7,999,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1,1
79,retired,married,basic.4y,no,no,yes,cellular,jul,fri,464,1,999,1,failure,-1.7,94.215,-40.3,0.822,4991.6,1
31,student,single,unknown,no,yes,no,cellular,aug,thu,375,2,999,0,nonexistent,-1.7,94.027,-38.3,0.904,4991.6,1
32,admin.,single,university.degree,no,no,no,cellular,jun,fri,462,1,999,0,nonexistent,-2.9,92.963,-40.8,1.268,5076.2,1
39,technician,divorced,professional.course,unknown,yes,no,cellular,aug,mon,714,5,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,1
50,services,divorced,basic.6y,no,no,yes,cellular,jul,wed,684,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,1
32,admin.,married,university.degree,no,yes,no,cellular,jun,tue,712,1,3,2,failure,-2.9,92.963,-40.8,1.262,5076.2,1
40,services,married,high.school,no,no,yes,telephone,may,fri,762,3,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191,1
45,management,married,unknown,no,yes,no,cellular,apr,tue,379,3,7,1,success,-1.8,93.749,-34.6,0.642,5008.7,1
54,management,divorced,university.degree,no,yes,no,cellular,oct,thu,234,2,6,1,success,-3.4,92.431,-26.9,0.741,5017.5,1
56,housemaid,married,basic.4y,no,yes,no,cellular,apr,mon,325,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,1
29,admin.,married,basic.9y,no,yes,no,cellular,jul,mon,577,2,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,1
51,admin.,married,university.degree,no,no,no,cellular,jun,mon,297,4,999,0,nonexistent,-1.7,94.055,-39.8,0.754,4991.6,1
41,admin.,divorced,high.school,no,yes,no,cellular,aug,fri,174,1,4,3,failure,-1.7,94.027,-38.3,0.905,4991.6,1
50,management,married,basic.9y,no,no,no,cellular,mar,wed,115,1,999,0,nonexistent,-1.8,92.843,-50,1.548,5099.1,1
54,admin.,married,university.degree,no,yes,no,cellular,nov,fri,455,2,999,0,nonexistent,-3.4,92.649,-30.1,0.716,5017.5,1
31,services,married,basic.9y,no,no,no,telephone,may,tue,945,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,1
48,entrepreneur,divorced,high.school,no,no,no,cellular,aug,wed,307,1,999,0,nonexistent,-2.9,92.201,-31.4,0.879,5076.2,1
52,self-employed,married,university.degree,no,yes,no,cellular,jun,mon,322,1,3,1,success,-2.9,92.963,-40.8,1.26,5076.2,1
71,retired,married,basic.4y,no,no,no,cellular,apr,mon,328,2,4,1,success,-1.8,93.749,-34.6,0.645,5008.7,1
26,services,single,high.school,no,no,no,cellular,jul,fri,588,7,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,1
44,blue-collar,married,basic.9y,unknown,yes,no,cellular,apr,fri,574,1,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,1
28,self-employed,single,university.degree,no,yes,no,cellular,jul,thu,198,2,999,0,nonexistent,-1.7,94.215,-40.3,0.846,4991.6,1
32,admin.,married,university.degree,no,yes,no,cellular,aug,wed,1842,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,1
36,admin.,divorced,university.degree,no,yes,no,cellular,aug,mon,146,2,999,2,failure,-2.9,92.201,-31.4,0.884,5076.2,1
60,admin.,married,university.degree,no,yes,no,telephone,jul,thu,363,1,999,0,nonexistent,-2.9,92.469,-33.6,1.072,5076.2,1
58,admin.,married,university.degree,no,yes,yes,cellular,may,mon,353,2,999,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1,1
44,services,divorced,basic.9y,no,no,no,cellular,jul,tue,805,3,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,1
28,admin.,married,university.degree,no,no,no,cellular,apr,thu,258,1,2,2,success,-1.8,93.075,-47.1,1.365,5099.1,1
54,services,divorced,high.school,no,yes,yes,cellular,oct,wed,178,4,3,1,success,-1.1,94.601,-49.5,1.016,4963.6,1
36,services,single,university.degree,no,no,no,cellular,aug,fri,394,6,999,0,nonexistent,-1.7,94.027,-38.3,0.898,4991.6,1
31,technician,married,professional.course,no,no,no,cellular,jul,thu,3643,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,1
29,admin.,single,university.degree,no,no,yes,cellular,jul,thu,582,2,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,1
62,retired,married,university.degree,no,yes,no,cellular,nov,thu,329,1,999,2,failure,-1.1,94.767,-50.8,1.031,4963.6,1
22,self-employed,single,professional.course,no,yes,no,cellular,oct,wed,218,1,999,0,nonexistent,-1.1,94.601,-49.5,0.959,4963.6,1
53,admin.,married,university.degree,unknown,no,no,cellular,jul,wed,815,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,1
25,student,single,university.degree,no,no,no,cellular,aug,thu,184,1,999,0,nonexistent,-2.9,92.201,-31.4,0.851,5076.2,1
49,technician,married,professional.course,no,no,no,telephone,may,fri,736,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,1
41,technician,married,unknown,no,yes,yes,cellular,may,mon,963,1,3,2,success,-1.8,92.893,-46.2,1.354,5099.1,1
39,services,married,university.degree,no,no,no,cellular,apr,thu,237,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,1
54,admin.,divorced,university.degree,no,no,no,cellular,dec,wed,288,7,6,2,success,-3,92.713,-33,0.715,5023.5,1
48,admin.,married,basic.6y,no,yes,no,telephone,mar,mon,382,2,999,0,nonexistent,-1.8,92.843,-50,1.811,5099.1,1
30,admin.,married,university.degree,no,yes,no,cellular,apr,thu,316,1,999,1,failure,-1.8,93.075,-47.1,1.365,5099.1,1
24,unknown,single,university.degree,no,no,no,cellular,jun,tue,119,1,3,2,success,-2.9,92.963,-40.8,1.262,5076.2,1
57,admin.,married,high.school,no,yes,no,cellular,apr,tue,111,1,999,0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1,1
36,blue-collar,married,unknown,no,no,no,cellular,apr,thu,1174,1,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,1
24,student,single,professional.course,no,yes,no,cellular,apr,thu,413,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,1
26,student,single,basic.9y,no,yes,no,cellular,aug,wed,582,1,999,0,nonexistent,-2.9,92.201,-31.4,0.879,5076.2,1
71,housemaid,married,basic.4y,no,yes,no,cellular,nov,tue,193,2,999,0,nonexistent,-3.4,92.649,-30.1,0.715,5017.5,1
31,blue-collar,married,basic.6y,no,no,yes,telephone,may,wed,795,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,1
50,admin.,married,university.degree,no,yes,no,cellular,dec,tue,410,3,999,0,nonexistent,-3,92.713,-33,0.708,5023.5,1
27,technician,single,university.degree,no,yes,no,cellular,oct,wed,184,1,999,1,failure,-1.1,94.601,-49.5,1.043,4963.6,1
25,admin.,single,university.degree,no,no,no,cellular,aug,thu,215,1,999,0,nonexistent,-1.7,94.027,-38.3,0.904,4991.6,1
29,management,married,university.degree,no,yes,no,cellular,may,wed,281,4,999,1,failure,-1.8,92.893,-46.2,1.27,5099.1,1
50,entrepreneur,divorced,university.degree,no,yes,no,cellular,jul,thu,386,1,6,3,success,-1.7,94.215,-40.3,0.899,4991.6,1
41,admin.,divorced,high.school,no,yes,no,cellular,aug,fri,258,2,6,3,success,-1.7,94.027,-38.3,0.905,4991.6,1
25,admin.,single,high.school,no,yes,no,cellular,apr,wed,416,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,1
60,retired,married,high.school,no,no,no,cellular,dec,thu,472,1,999,0,nonexistent,-3,92.713,-33,0.72,5023.5,1
35,admin.,single,university.degree,no,yes,no,cellular,apr,thu,388,2,999,0,nonexistent,-1.8,93.749,-34.6,0.659,5008.7,1
37,technician,married,professional.course,no,yes,no,telephone,jun,thu,683,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,1
45,management,married,professional.course,no,no,no,cellular,nov,thu,993,1,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,1
27,admin.,single,unknown,no,no,no,cellular,mar,mon,291,1,999,3,failure,-1.8,93.369,-34.8,0.639,5008.7,1
47,admin.,single,university.degree,no,yes,no,cellular,jun,mon,243,4,999,0,nonexistent,-2.9,92.963,-40.8,1.281,5076.2,1
25,services,single,unknown,no,yes,no,cellular,jun,tue,154,2,3,3,success,-1.7,94.055,-39.8,0.702,4991.6,1
20,student,single,basic.4y,no,yes,no,cellular,aug,wed,131,1,999,1,failure,-2.9,92.201,-31.4,0.879,5076.2,1
37,admin.,single,high.school,unknown,no,no,cellular,jul,tue,712,6,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,1
24,services,single,high.school,no,yes,no,cellular,apr,tue,850,2,999,0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1,1
41,admin.,divorced,university.degree,no,yes,no,cellular,jul,mon,140,1,14,2,success,-1.7,94.215,-40.3,0.793,4991.6,1
44,services,divorced,basic.6y,no,yes,no,cellular,aug,wed,153,3,0,1,success,-1.7,94.027,-38.3,0.9,4991.6,1
41,admin.,single,high.school,no,no,no,cellular,may,mon,722,4,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,1
75,retired,married,unknown,no,no,no,cellular,sep,tue,191,1,999,1,failure,-3.4,92.379,-29.8,0.788,5017.5,1
37,admin.,single,university.degree,no,yes,no,cellular,oct,thu,447,3,999,0,nonexistent,-3.4,92.431,-26.9,0.754,5017.5,1
34,admin.,single,university.degree,no,no,yes,cellular,mar,tue,288,2,3,1,success,-1.8,93.369,-34.8,0.652,5008.7,1
43,technician,married,high.school,no,yes,no,cellular,aug,wed,1363,1,999,0,nonexistent,-1.7,94.027,-38.3,0.903,4991.6,1
31,technician,single,university.degree,no,no,no,telephone,oct,thu,154,1,999,0,nonexistent,-0.1,93.798,-40.4,4.794,5195.8,1
55,technician,married,professional.course,no,no,no,cellular,aug,wed,976,7,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,1
27,blue-collar,single,basic.9y,no,yes,yes,cellular,may,thu,224,4,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,1
29,blue-collar,single,professional.course,no,no,yes,cellular,mar,tue,207,2,999,1,failure,-1.8,93.369,-34.8,0.652,5008.7,1
35,admin.,married,university.degree,no,no,no,cellular,jul,wed,695,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,1
32,technician,single,professional.course,no,yes,yes,cellular,aug,wed,952,1,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,1
35,admin.,married,university.degree,no,no,yes,cellular,apr,fri,262,3,999,1,failure,-1.8,93.749,-34.6,0.663,5008.7,1
65,retired,married,professional.course,no,yes,no,cellular,aug,tue,261,1,6,3,success,-1.7,94.027,-38.3,0.904,4991.6,1
35,admin.,married,university.degree,no,yes,no,cellular,apr,thu,330,1,10,1,success,-1.8,93.749,-34.6,0.644,5008.7,1
54,admin.,married,high.school,no,yes,no,cellular,apr,mon,158,2,999,0,nonexistent,-1.8,93.749,-34.6,0.642,5008.7,1
32,technician,married,high.school,no,yes,no,telephone,jun,fri,293,5,999,1,failure,-2.9,92.963,-40.8,1.224,5076.2,1
33,blue-collar,married,basic.9y,no,yes,no,cellular,jul,wed,1019,11,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,1
51,blue-collar,married,basic.9y,unknown,no,no,cellular,may,fri,956,1,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,1
29,admin.,single,university.degree,no,no,no,cellular,apr,thu,271,2,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,1
28,admin.,single,university.degree,no,no,no,cellular,oct,mon,225,1,3,3,success,-1.1,94.601,-49.5,1.032,4963.6,1
51,housemaid,married,unknown,no,yes,yes,cellular,aug,fri,268,1,999,0,nonexistent,-2.9,92.201,-31.4,0.881,5076.2,1
42,management,married,university.degree,no,yes,no,cellular,aug,fri,436,1,13,1,success,-2.9,92.201,-31.4,0.869,5076.2,1
47,admin.,married,high.school,no,no,no,cellular,aug,thu,374,2,16,1,success,-1.7,94.027,-38.3,0.904,4991.6,1
29,admin.,single,university.degree,no,no,no,cellular,jul,wed,873,2,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,1
31,admin.,divorced,university.degree,no,no,no,cellular,mar,mon,248,4,999,0,nonexistent,-1.8,92.843,-50,1.56,5099.1,1
32,admin.,married,high.school,no,no,no,cellular,aug,thu,876,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,1
32,admin.,single,high.school,no,no,no,cellular,nov,tue,1233,1,999,1,failure,-3.4,92.649,-30.1,0.72,5017.5,1
32,management,single,university.degree,no,yes,no,cellular,mar,tue,106,1,999,0,nonexistent,-1.8,92.843,-50,1.687,5099.1,1
33,services,married,high.school,no,yes,no,cellular,jun,wed,274,2,12,2,success,-1.7,94.055,-39.8,0.767,4991.6,1
37,blue-collar,married,basic.6y,no,no,no,cellular,jul,fri,640,3,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,1
34,unemployed,single,university.degree,no,no,no,cellular,jun,tue,401,1,999,0,nonexistent,-1.7,94.055,-39.8,0.761,4991.6,1
56,blue-collar,divorced,basic.4y,no,no,no,cellular,nov,thu,134,1,999,0,nonexistent,-3.4,92.649,-30.1,0.714,5017.5,1
32,admin.,single,university.degree,no,no,no,cellular,jun,tue,856,1,12,2,success,-1.7,94.055,-39.8,0.737,4991.6,1
34,technician,single,basic.9y,no,no,no,cellular,aug,mon,205,3,6,3,success,-1.7,94.027,-38.3,0.896,4991.6,1
43,admin.,married,university.degree,no,no,no,cellular,apr,thu,522,4,999,0,nonexistent,-1.8,93.075,-47.1,1.406,5099.1,1
45,technician,married,university.degree,no,yes,no,telephone,may,fri,1143,3,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,1
42,management,single,university.degree,no,yes,no,cellular,oct,mon,138,1,999,0,nonexistent,-3.4,92.431,-26.9,0.743,5017.5,1
35,admin.,married,university.degree,no,yes,no,cellular,nov,wed,654,2,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,1
30,self-employed,single,university.degree,no,yes,no,cellular,apr,thu,152,2,999,0,nonexistent,-1.8,93.075,-47.1,1.435,5099.1,1
42,admin.,married,professional.course,no,yes,no,cellular,may,mon,458,3,9,2,failure,-1.8,92.893,-46.2,1.354,5099.1,1
19,student,single,unknown,no,unknown,unknown,cellular,apr,mon,213,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,1
45,technician,divorced,professional.course,no,yes,yes,cellular,nov,thu,705,1,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,1
32,admin.,married,university.degree,no,no,no,cellular,jul,wed,543,3,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,1
36,admin.,married,high.school,no,no,no,cellular,mar,tue,168,1,999,0,nonexistent,-1.8,92.843,-50,1.799,5099.1,1
34,technician,divorced,university.degree,no,yes,yes,cellular,aug,thu,526,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,1
35,blue-collar,married,basic.6y,unknown,no,no,cellular,may,fri,813,1,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,1
53,housemaid,married,basic.4y,no,yes,no,cellular,jun,tue,245,2,999,0,nonexistent,-2.9,92.963,-40.8,1.252,5076.2,1
54,blue-collar,married,basic.6y,unknown,no,no,telephone,jun,thu,2025,1,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,1
28,student,single,unknown,no,no,no,cellular,aug,thu,700,4,999,1,failure,-2.9,92.201,-31.4,0.829,5076.2,1
88,retired,divorced,basic.4y,no,yes,yes,cellular,mar,wed,796,5,999,0,nonexistent,-1.8,92.843,-50,1.663,5099.1,1
27,blue-collar,married,basic.4y,unknown,no,no,cellular,may,mon,877,7,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,1
28,admin.,single,university.degree,no,no,no,cellular,jun,mon,69,1,999,1,failure,-2.9,92.963,-40.8,1.266,5076.2,1
33,technician,married,professional.course,no,no,yes,cellular,apr,thu,667,1,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,1
81,retired,divorced,basic.4y,no,yes,no,cellular,dec,fri,166,3,999,0,nonexistent,-3,92.713,-33,0.714,5023.5,1
18,student,single,unknown,no,yes,no,cellular,aug,wed,253,2,6,1,success,-1.7,94.027,-38.3,0.9,4991.6,1
43,admin.,single,high.school,no,yes,no,cellular,sep,fri,212,1,999,0,nonexistent,-3.4,92.379,-29.8,0.773,5017.5,1
23,admin.,single,university.degree,no,no,no,cellular,apr,wed,341,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,1
32,admin.,married,university.degree,no,no,no,cellular,may,thu,1030,1,6,1,success,-1.8,92.893,-46.2,1.327,5099.1,1
37,admin.,married,university.degree,unknown,no,no,cellular,aug,thu,535,1,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,1
43,admin.,married,university.degree,no,no,no,telephone,jun,fri,1023,3,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,1
32,self-employed,married,university.degree,no,yes,no,cellular,nov,thu,247,1,6,3,failure,-3.4,92.649,-30.1,0.714,5017.5,1
19,student,single,basic.4y,no,no,yes,cellular,apr,wed,371,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,1
34,management,married,university.degree,no,no,no,telephone,oct,wed,290,2,999,0,nonexistent,-3.4,92.431,-26.9,0.742,5017.5,1
36,admin.,married,university.degree,no,no,no,cellular,oct,fri,342,1,999,2,failure,-3.4,92.431,-26.9,0.739,5017.5,1
84,retired,divorced,unknown,unknown,no,no,cellular,sep,tue,333,1,3,2,success,-1.1,94.199,-37.5,0.877,4963.6,1
39,management,divorced,university.degree,no,yes,no,cellular,jul,tue,732,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,1
30,technician,single,professional.course,no,yes,no,cellular,aug,thu,452,5,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,1
38,student,single,unknown,no,no,yes,cellular,mar,mon,248,1,3,4,success,-1.8,93.369,-34.8,0.639,5008.7,1
79,retired,married,basic.4y,no,no,yes,cellular,nov,tue,149,1,999,0,nonexistent,-3.4,92.649,-30.1,0.72,5017.5,1
71,retired,married,basic.4y,no,no,no,cellular,oct,tue,207,1,999,0,nonexistent,-3.4,92.431,-26.9,0.728,5017.5,1
33,blue-collar,married,basic.6y,unknown,yes,yes,telephone,may,fri,1132,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,1
27,admin.,single,university.degree,no,no,no,cellular,oct,mon,278,1,999,0,nonexistent,-1.1,94.601,-49.5,0.977,4963.6,1
57,retired,married,basic.4y,no,yes,yes,cellular,jun,tue,162,3,999,0,nonexistent,-2.9,92.963,-40.8,1.252,5076.2,1
31,entrepreneur,married,basic.6y,no,yes,yes,cellular,jul,mon,782,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,1
25,student,single,high.school,no,yes,yes,cellular,jun,tue,660,2,6,3,success,-1.7,94.055,-39.8,0.761,4991.6,1
59,retired,divorced,basic.4y,no,no,yes,cellular,jul,mon,210,3,999,2,failure,-1.7,94.215,-40.3,0.827,4991.6,1
32,technician,single,professional.course,no,no,no,cellular,aug,wed,313,2,999,1,failure,-2.9,92.201,-31.4,0.879,5076.2,1
33,unemployed,single,unknown,no,yes,no,cellular,sep,fri,224,2,999,1,failure,-1.1,94.199,-37.5,0.879,4963.6,1
31,admin.,single,university.degree,no,yes,no,cellular,jul,fri,815,2,13,2,success,-1.7,94.215,-40.3,0.861,4991.6,1
25,student,single,high.school,no,no,no,cellular,nov,thu,244,1,999,0,nonexistent,-1.1,94.767,-50.8,1.041,4963.6,1
30,services,single,high.school,no,yes,no,cellular,aug,thu,148,2,999,0,nonexistent,-2.9,92.201,-31.4,0.873,5076.2,1
47,admin.,married,high.school,no,yes,no,cellular,aug,mon,1152,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,1
52,admin.,married,university.degree,no,no,no,cellular,may,thu,613,1,3,2,success,-1.8,93.876,-40,0.677,5008.7,1
33,services,married,high.school,no,yes,no,cellular,nov,wed,694,2,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,1
29,admin.,married,high.school,no,yes,no,cellular,may,thu,798,2,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,1
35,admin.,married,high.school,no,no,no,cellular,sep,mon,415,1,999,2,failure,-1.1,94.199,-37.5,0.882,4963.6,1
27,student,single,high.school,no,yes,yes,cellular,may,tue,91,1,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,1
33,blue-collar,married,basic.4y,no,no,no,cellular,may,mon,1388,2,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,1
45,self-employed,divorced,university.degree,no,no,yes,cellular,jul,mon,890,4,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,1
56,unknown,married,basic.4y,no,no,no,cellular,oct,tue,480,1,2,2,success,-3.4,92.431,-26.9,0.744,5017.5,1
58,retired,divorced,high.school,no,yes,no,cellular,jun,tue,663,1,999,0,nonexistent,-2.9,92.963,-40.8,1.262,5076.2,1
35,student,single,university.degree,no,yes,no,cellular,oct,tue,79,2,999,0,nonexistent,-3.4,92.431,-26.9,0.742,5017.5,1
39,management,married,university.degree,no,yes,yes,cellular,sep,tue,358,2,999,0,nonexistent,-1.1,94.199,-37.5,0.877,4963.6,1
65,retired,married,basic.4y,no,yes,yes,cellular,oct,wed,190,1,3,3,success,-1.1,94.601,-49.5,0.985,4963.6,1
41,self-employed,married,professional.course,unknown,yes,no,cellular,nov,fri,1571,1,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,1
60,housemaid,married,basic.4y,no,yes,no,cellular,jun,tue,700,3,999,1,failure,-1.7,94.055,-39.8,0.723,4991.6,1
51,entrepreneur,married,illiterate,no,yes,no,cellular,apr,thu,838,3,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,1
69,retired,divorced,basic.4y,no,yes,no,cellular,apr,mon,453,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,1
21,student,single,high.school,no,no,no,cellular,oct,tue,113,1,999,0,nonexistent,-3.4,92.431,-26.9,0.728,5017.5,1
39,blue-collar,married,basic.9y,no,yes,no,telephone,oct,fri,112,1,999,0,nonexistent,-0.1,93.798,-40.4,4.918,5195.8,1
33,blue-collar,divorced,basic.9y,unknown,no,no,telephone,may,thu,1867,6,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,1
52,blue-collar,married,basic.4y,no,yes,no,cellular,apr,wed,315,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,1
59,retired,married,professional.course,no,yes,no,telephone,jun,wed,437,1,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,1
36,technician,single,professional.course,no,yes,no,cellular,nov,tue,1132,1,999,1,failure,-0.1,93.2,-42,4.153,5195.8,1
51,admin.,married,basic.4y,unknown,yes,no,telephone,may,wed,942,3,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,1
34,admin.,single,university.degree,no,yes,no,cellular,aug,thu,377,6,3,1,success,-2.9,92.201,-31.4,0.851,5076.2,1
33,admin.,single,high.school,no,no,no,cellular,may,thu,492,1,12,2,failure,-1.8,92.893,-46.2,1.266,5099.1,1
27,admin.,married,university.degree,no,yes,no,cellular,aug,tue,415,5,12,1,success,-1.7,94.027,-38.3,0.886,4991.6,1
56,retired,married,basic.4y,no,yes,no,cellular,jun,wed,337,2,3,2,success,-1.7,94.055,-39.8,0.767,4991.6,1
54,retired,married,basic.4y,no,yes,yes,telephone,jul,tue,533,3,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,1
28,self-employed,single,university.degree,no,no,yes,cellular,may,mon,315,1,999,0,nonexistent,-1.8,92.893,-46.2,1.264,5099.1,1
61,technician,divorced,professional.course,no,yes,no,cellular,may,mon,268,3,999,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1,1
32,technician,divorced,professional.course,no,yes,no,cellular,mar,tue,144,2,999,0,nonexistent,-1.8,92.843,-50,1.556,5099.1,1
56,entrepreneur,married,basic.9y,no,no,yes,cellular,nov,wed,680,2,999,1,failure,-0.1,93.2,-42,4.12,5195.8,1
71,retired,married,basic.4y,no,yes,no,cellular,sep,tue,206,1,999,0,nonexistent,-3.4,92.379,-29.8,0.788,5017.5,1
30,technician,single,university.degree,no,no,no,telephone,oct,wed,676,1,999,0,nonexistent,-0.1,93.798,-40.4,4.936,5195.8,1
41,admin.,married,university.degree,no,no,no,cellular,apr,fri,476,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,1
30,blue-collar,married,basic.9y,no,no,no,cellular,jul,wed,988,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,1
36,technician,single,professional.course,no,no,no,cellular,jun,fri,146,2,999,0,nonexistent,-2.9,92.963,-40.8,1.268,5076.2,1
55,retired,married,university.degree,unknown,yes,no,telephone,jun,thu,1012,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,1
38,admin.,single,high.school,no,yes,yes,cellular,aug,mon,167,1,999,0,nonexistent,-2.9,92.201,-31.4,0.884,5076.2,1
35,admin.,married,university.degree,no,no,no,cellular,jun,thu,510,3,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,1
48,admin.,divorced,high.school,no,no,no,cellular,jun,wed,657,1,6,1,success,-1.7,94.055,-39.8,0.704,4991.6,1
28,technician,single,professional.course,no,no,no,telephone,jun,thu,508,2,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,1
98,retired,married,basic.4y,unknown,yes,no,cellular,oct,fri,272,2,999,0,nonexistent,-3.4,92.431,-26.9,0.73,5017.5,1
31,blue-collar,single,high.school,no,yes,no,cellular,nov,wed,522,1,6,1,success,-0.1,93.2,-42,4.12,5195.8,1
